rules_key,rules_name,rules_mdDesc,rules_severity,rules_langName,rules_type,nCino Specific
sfmeta:DocumentFlows,Document Flows,"Well documented flows ensure that any member on the team is able to understand the purpose and function of the flow. Documenting the purpose of your Flow, the objects it touches and where it’s invoked from can ensure the maintainability of that Flow in the future.",MINOR,Salesforce Metadata,CODE_SMELL,FALSE
sfmeta:DuplicateFlowDml,Duplicate DML operations in Flows,"Users should not navigate back between screens if the Flow commits changes to the database or performs actions. This rule aims to avoid potential issues caused by duplicate database operations that might occur if users go back and forth between screens, triggering the same actions multiple times.",MAJOR,Salesforce Metadata,BUG,FALSE
sfmeta:FlowDMLNaming,Flow DML Naming,"Standardized naming conventions allow an organizations flows to be clean, maintainable and readable. This rule enforces standard naming conventions for DML operations (Query, Update, Create, Delete)",MAJOR,Salesforce Metadata,CODE_SMELL,FALSE
sfmeta:FlowInteractionNaming,Flow Interaction Naming,"Standardized naming conventions allow an organizations flows to be clean, maintainable and readable.This rule enforces standard naming conventions for Screens, Actions and Emails.",MAJOR,Salesforce Metadata,CODE_SMELL,FALSE
sfmeta:FlowLogicNaming,Flow Logic Naming,"Standardized naming conventions allow an organization's flows to be clean, maintainable, and readable. This rule enforces standard naming conventions for Decisions, Assignments, and Loops.",MAJOR,Salesforce Metadata,CODE_SMELL,FALSE
sfmeta:FlowNaming,Flow Naming,"Standardized naming conventions allow an organizations flows to be clean, maintainable and readable. This rule enforces standard naming conventions for Flows and Domains.",MAJOR,Salesforce Metadata,CODE_SMELL,FALSE
sfmeta:FlowVariableResourceNaming,Flow Variables & Resources Naming,"Standardized naming conventions allow an organizations flows to be clean, maintainable and readable. This rule enforces standard naming conventions for Variables, Formulas and Choices.",MAJOR,Salesforce Metadata,CODE_SMELL,FALSE
sfmeta:OldFlowApi,Flows API Version Is Too Old,This rule identifies flows which are using older API versions. Consider updating the API versions of any flows found.,MINOR,Salesforce Metadata,CODE_SMELL,FALSE
sfmeta:FaultPathsInFlow,Flows Should Include Fault Paths,"Fault paths are a way to handle errors that may occur in your flow. Depending on the Flow and it’s purpose, errors can be logged, show an error screen or send an email of the failure to a group of users. Flows should include Fault paths to ensure that all errors are handled appropriately.",MAJOR,Salesforce Metadata,CODE_SMELL,FALSE
sfmeta:FilterGetRecords,Get Records Should Be Filtered,"This rule mandates the usage of at least one filter in the Data element ""Get Records"" within Salesforce Flows. Enforcing this rule will encourage flow designers to think critically about their data retrieval needs and apply relevant filters, reducing the risk of performance bottlenecks and unoptimized queries.",CRITICAL,Salesforce Metadata,CODE_SMELL,FALSE
